Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request hour,Request day,Time slot,Trip duration,Is Completed,Driver Available,Request Date,Trip Duration Mins,Latitude,Longitude,cluster
729,Airport,132,Trip Completed,2016-07-11 15:14:00,2016-07-11 15:50:00,15,Monday,Afternoon,00:36:00,True,True,2016-07-11,36.0,-4.166748425813935,7.082948506337917,0
1046,Airport,132,Trip Completed,2016-07-11 19:31:00,2016-07-11 20:12:00,19,Monday,Evening,00:41:00,True,True,2016-07-11,41.0,3.8996377225308514,10.889611035731065,3
1663,Airport,132,Trip Completed,2016-07-12 07:33:00,2016-07-12 08:21:00,7,Tuesday,Morning,00:48:00,True,True,2016-07-12,48.0,7.20244794378409,-1.071472524624049,2
4027,City,132,Trip Completed,2016-07-13 00:07:58,2016-07-13 01:25:16,0,Wednesday,Night,01:17:18,True,True,2016-07-13,77.3,5.597019777866997,4.709076962471773,2
2876,City,132,Trip Completed,2016-07-13 05:49:57,2016-07-13 06:27:39,5,Wednesday,Morning,00:37:42,True,True,2016-07-13,37.7,-9.207623493032857,-1.7469630471040567,0
3767,Airport,132,Trip Completed,2016-07-13 20:35:07,2016-07-13 21:09:11,20,Wednesday,Evening,00:34:04,True,True,2016-07-13,34.1,-0.38986105484342204,15.76365477031382,3
5948,City,132,Trip Completed,2016-07-15 10:36:47,2016-07-15 11:36:14,10,Friday,Morning,00:59:27,True,True,2016-07-15,59.5,-7.901396431636503,-0.0852327794272334,0
6027,Airport,132,Trip Completed,2016-07-15 12:46:48,2016-07-15 13:36:00,12,Friday,Afternoon,00:49:12,True,True,2016-07-15,49.2,-5.159099682749451,13.672348361152757,3
701,City,133,Trip Completed,2016-07-11 14:01:00,2016-07-11 15:00:00,14,Monday,Afternoon,00:59:00,True,True,2016-07-11,59.0,9.733251865342929,12.05408233080994,2
1529,City,133,Trip Completed,2016-07-12 05:56:00,2016-07-12 06:49:00,5,Tuesday,Morning,00:53:00,True,True,2016-07-12,53.0,-7.150089141969735,-3.5798071460657397,0
2060,Airport,133,Trip Completed,2016-07-12 15:04:00,2016-07-12 15:37:00,15,Tuesday,Afternoon,00:33:00,True,True,2016-07-12,33.0,-0.02223693097287871,-10.796620325701,4
2262,City,133,Trip Completed,2016-07-12 18:30:00,2016-07-12 18:59:00,18,Tuesday,Evening,00:29:00,True,True,2016-07-12,29.0,2.3631146863623815,-3.756714697609162,2
4425,City,133,Trip Completed,2016-07-14 08:24:55,2016-07-14 08:58:52,8,Thursday,Morning,00:33:57,True,True,2016-07-14,34.0,4.049299410882078,13.048695031008805,3
4710,City,133,Trip Completed,2016-07-14 13:26:42,2016-07-14 13:58:09,13,Thursday,Afternoon,00:31:27,True,True,2016-07-14,31.4,1.192973669738283,-10.894698567224307,4
5732,Airport,133,Trip Completed,2016-07-15 07:47:52,2016-07-15 08:21:15,7,Friday,Morning,00:33:23,True,True,2016-07-15,33.4,-9.804583051616326,0.9774538343099728,0
142,City,134,Trip Completed,2016-07-11 05:25:00,2016-07-11 06:19:00,5,Monday,Morning,00:54:00,True,True,2016-07-11,54.0,-3.4707738351201627,12.243869918429901,3
430,City,134,Trip Completed,2016-07-11 08:49:00,2016-07-11 09:47:00,8,Monday,Morning,00:58:00,True,True,2016-07-11,58.0,0.354232867694229,-5.860900994864849,4
612,Airport,134,Trip Completed,2016-07-11 11:47:00,2016-07-11 12:37:00,11,Monday,Morning,00:50:00,True,True,2016-07-11,50.0,-8.242670017103332,5.688385480107897,0
927,Airport,134,Trip Completed,2016-07-11 18:22:00,2016-07-11 18:59:00,18,Monday,Evening,00:37:00,True,True,2016-07-11,37.0,-2.987461375816385,-10.174737038047418,1
1010,City,134,Trip Completed,2016-07-11 19:14:00,2016-07-11 20:09:00,19,Monday,Evening,00:55:00,True,True,2016-07-11,55.0,-9.33593782417267,-15.628822185273602,1
1845,Airport,134,Trip Completed,2016-07-12 09:41:00,2016-07-12 10:52:00,9,Tuesday,Morning,01:11:00,True,True,2016-07-12,71.0,-8.428430056899586,11.775369003714253,3
2234,Airport,134,Trip Completed,2016-07-12 18:19:00,2016-07-12 19:03:00,18,Tuesday,Evening,00:44:00,True,True,2016-07-12,44.0,-2.061534475968079,-16.041255063651725,1
2633,Airport,134,Trip Completed,2016-07-12 22:18:00,2016-07-12 23:06:00,22,Tuesday,Night,00:48:00,True,True,2016-07-12,48.0,-7.345684919138793,-9.144744196816617,1
4012,Airport,134,Trip Completed,2016-07-13 23:54:19,2016-07-14 00:37:22,23,Wednesday,Night,00:43:03,True,True,2016-07-13,43.0,1.3508169652311626,14.204376879897602,3
5039,City,134,Trip Completed,2016-07-14 19:20:34,2016-07-14 19:53:53,19,Thursday,Evening,00:33:19,True,True,2016-07-14,33.3,3.7892993827453143,-6.141228516853312,4
6760,Airport,134,Trip Completed,2016-07-15 00:03:52,2016-07-15 00:47:44,0,Friday,Night,00:43:52,True,True,2016-07-15,43.9,6.011733982181656,18.92181398056644,3
5681,City,134,Trip Completed,2016-07-15 07:17:21,2016-07-15 07:48:28,7,Friday,Morning,00:31:07,True,True,2016-07-15,31.1,-5.996995115103799,19.189373390954387,3
6253,Airport,134,Trip Completed,2016-07-15 18:01:55,2016-07-15 18:57:17,18,Friday,Evening,00:55:22,True,True,2016-07-15,55.4,-6.650348354818605,-9.268959181857731,1
6558,Airport,134,Trip Completed,2016-07-15 21:05:27,2016-07-15 22:05:47,21,Friday,Night,01:00:20,True,True,2016-07-15,60.3,-7.908643193311995,-18.360871110004382,1
565,City,135,Trip Completed,2016-07-11 10:19:00,2016-07-11 11:26:00,10,Monday,Morning,01:07:00,True,True,2016-07-11,67.0,2.728604990872734,8.202531368215165,2
599,Airport,135,Trip Completed,2016-07-11 11:38:00,2016-07-11 12:45:00,11,Monday,Morning,01:07:00,True,True,2016-07-11,67.0,4.129514529738023,-1.960539894066251,2
1772,Airport,135,Trip Completed,2016-07-12 08:54:00,2016-07-12 09:32:00,8,Tuesday,Morning,00:38:00,True,True,2016-07-12,38.0,-9.36827710348716,-15.969886241616948,1
3357,Airport,135,Trip Completed,2016-07-13 13:27:44,2016-07-13 14:15:43,13,Wednesday,Afternoon,00:47:59,True,True,2016-07-13,48.0,8.724244924873798,8.300912759121712,2
4408,City,135,Trip Completed,2016-07-14 08:02:46,2016-07-14 08:40:21,8,Thursday,Morning,00:37:35,True,True,2016-07-14,37.6,-8.960574326970551,-18.75300363552315,1
1363,Airport,136,Trip Completed,2016-07-11 00:00:00,2016-07-11 01:11:00,0,Monday,Night,01:11:00,True,True,2016-07-11,71.0,0.8259267060214093,14.807867619689688,3
625,Airport,136,Trip Completed,2016-07-11 12:05:00,2016-07-11 13:15:00,12,Monday,Afternoon,01:10:00,True,True,2016-07-11,70.0,4.181210389018329,-14.45389883546785,4
1636,Airport,136,Trip Completed,2016-07-12 07:17:00,2016-07-12 07:47:00,7,Tuesday,Morning,00:30:00,True,True,2016-07-12,30.0,7.419382474921711,-14.907524850131,4
2253,Airport,136,Trip Completed,2016-07-12 18:22:00,2016-07-12 19:31:00,18,Tuesday,Evening,01:09:00,True,True,2016-07-12,69.0,4.2817386426485555,-12.973108081256619,4
3471,Airport,136,Trip Completed,2016-07-13 17:13:14,2016-07-13 18:22:53,17,Wednesday,Evening,01:09:39,True,True,2016-07-13,69.7,6.034561661395838,18.410654339682665,3
4402,City,136,Trip Completed,2016-07-14 08:04:44,2016-07-14 09:10:17,8,Thursday,Morning,01:05:33,True,True,2016-07-14,65.5,-3.210996149143879,7.7267744101538405,0
458,Airport,137,Trip Completed,2016-07-11 09:12:00,2016-07-11 10:24:00,9,Monday,Morning,01:12:00,True,True,2016-07-11,72.0,6.296502274930244,12.054861418545471,3
681,City,137,Trip Completed,2016-07-11 13:32:00,2016-07-11 14:18:00,13,Monday,Afternoon,00:46:00,True,True,2016-07-11,46.0,-8.397703072306497,-4.094600570689879,0
1084,Airport,137,Trip Completed,2016-07-11 19:59:00,2016-07-11 20:33:00,19,Monday,Evening,00:34:00,True,True,2016-07-11,34.0,7.896333121210553,-6.547490899801778,4
1896,Airport,137,Trip Completed,2016-07-12 10:23:00,2016-07-12 11:25:00,10,Tuesday,Morning,01:02:00,True,True,2016-07-12,62.0,0.9518475230747256,-10.620639728673202,4
3132,Airport,137,Trip Completed,2016-07-13 08:43:36,2016-07-13 09:54:19,8,Wednesday,Morning,01:10:43,True,True,2016-07-13,70.7,6.345955399249874,-0.7740788675036434,2
3940,City,137,Trip Completed,2016-07-13 22:23:42,2016-07-13 23:09:05,22,Wednesday,Night,00:45:23,True,True,2016-07-13,45.4,-0.9536343096339976,2.07314934136674,0
4943,Airport,137,Trip Completed,2016-07-14 18:27:08,2016-07-14 19:22:11,18,Thursday,Evening,00:55:03,True,True,2016-07-14,55.0,2.871553903930499,5.270993746110214,2
5537,Airport,137,Trip Completed,2016-07-15 05:28:13,2016-07-15 05:55:18,5,Friday,Morning,00:27:05,True,True,2016-07-15,27.1,0.5280532187222633,-9.71525984005222,4
6310,City,137,Trip Completed,2016-07-15 18:25:32,2016-07-15 19:01:48,18,Friday,Evening,00:36:16,True,True,2016-07-15,36.3,4.6317904351066375,17.946163236119624,3
6587,Airport,137,Trip Completed,2016-07-15 21:24:21,2016-07-15 22:03:39,21,Friday,Night,00:39:18,True,True,2016-07-15,39.3,-8.367400359388208,-13.209660071714566,1
6756,City,137,Trip Completed,2016-07-15 23:57:25,2016-07-16 00:51:09,23,Friday,Night,00:53:44,True,True,2016-07-15,53.7,-8.792958320188724,18.626126990656495,3
97,City,138,Trip Completed,2016-07-11 05:01:00,2016-07-11 05:39:00,5,Monday,Morning,00:38:00,True,True,2016-07-11,38.0,-5.057935319797071,-19.40575509969985,1
1266,Airport,138,Trip Completed,2016-07-11 22:00:00,2016-07-11 22:55:00,22,Monday,Night,00:55:00,True,True,2016-07-11,55.0,-6.809106397736233,-0.7549723273261755,0
2118,Airport,138,Trip Completed,2016-07-12 16:41:00,2016-07-12 17:49:00,16,Tuesday,Afternoon,01:08:00,True,True,2016-07-12,68.0,7.435671331844034,-6.6652864753374885,4
2906,Airport,138,Trip Completed,2016-07-13 06:09:40,2016-07-13 07:16:02,6,Wednesday,Morning,01:06:22,True,True,2016-07-13,66.4,-5.615720252839114,-2.035063442789969,0
3432,Airport,138,Trip Completed,2016-07-13 16:07:50,2016-07-13 17:02:17,16,Wednesday,Afternoon,00:54:27,True,True,2016-07-13,54.5,9.517305116382627,2.8265831592315607,2
5921,City,138,Trip Completed,2016-07-15 10:04:07,2016-07-15 10:42:07,10,Friday,Morning,00:38:00,True,True,2016-07-15,38.0,-3.262084164577863,-2.5764336794916396,0
6192,Airport,138,Trip Completed,2016-07-15 17:12:21,2016-07-15 18:20:41,17,Friday,Evening,01:08:20,True,True,2016-07-15,68.3,-6.357641686226014,-3.4061259879362,0
6705,Airport,138,Trip Completed,2016-07-15 22:57:10,2016-07-16 00:09:36,22,Friday,Night,01:12:26,True,True,2016-07-15,72.4,5.793970142849583,9.308936616532261,2
242,Airport,139,Trip Completed,2016-07-11 06:31:00,2016-07-11 07:21:00,6,Monday,Morning,00:50:00,True,True,2016-07-11,50.0,3.1741555100175223,7.435051003458586,2
1359,City,139,Trip Completed,2016-07-11 23:51:00,2016-07-12 00:50:00,23,Monday,Night,00:59:00,True,True,2016-07-11,59.0,-0.03608567093722037,13.330851281433915,3
1865,Airport,139,Trip Completed,2016-07-12 09:50:00,2016-07-12 10:58:00,9,Tuesday,Morning,01:08:00,True,True,2016-07-12,68.0,1.1072710187526251,-10.001640750420178,4
2024,Airport,139,Trip Completed,2016-07-12 13:55:00,2016-07-12 14:32:00,13,Tuesday,Afternoon,00:37:00,True,True,2016-07-12,37.0,4.384035565445277,4.3811403901625425,2
2768,Airport,139,Trip Completed,2016-07-13 04:17:53,2016-07-13 04:45:45,4,Wednesday,Night,00:27:52,True,True,2016-07-13,27.9,-5.4309051733740255,3.4077914157141542,0
3067,City,139,Trip Completed,2016-07-13 07:59:39,2016-07-13 09:01:06,7,Wednesday,Morning,01:01:27,True,True,2016-07-13,61.5,9.926678321134837,-5.21048756509245,4
3316,Airport,139,Trip Completed,2016-07-13 12:02:32,2016-07-13 13:02:04,12,Wednesday,Afternoon,00:59:32,True,True,2016-07-13,59.5,9.495863242935663,-0.5576983238927653,2
4084,Airport,139,Trip Completed,2016-07-14 02:44:19,2016-07-14 03:44:02,2,Thursday,Night,00:59:43,True,True,2016-07-14,59.7,3.0065137269387385,-7.44871426777085,4
4858,City,139,Trip Completed,2016-07-14 17:33:22,2016-07-14 18:12:23,17,Thursday,Evening,00:39:01,True,True,2016-07-14,39.0,-6.009150981417097,-14.326224095320592,1
5566,Airport,139,Trip Completed,2016-07-15 05:43:35,2016-07-15 06:59:52,5,Friday,Morning,01:16:17,True,True,2016-07-15,76.3,3.6045648486258273,-11.447951573490688,4
6384,Airport,139,Trip Completed,2016-07-15 19:21:28,2016-07-15 20:26:09,19,Friday,Evening,01:04:41,True,True,2016-07-15,64.7,-8.556031820416482,-15.779454143951956,1
2001,Airport,140,Trip Completed,2016-07-12 13:01:00,2016-07-12 14:00:00,13,Tuesday,Afternoon,00:59:00,True,True,2016-07-12,59.0,-9.386949955883878,7.322783007604965,0
3483,City,140,Trip Completed,2016-07-13 17:23:24,2016-07-13 18:36:41,17,Wednesday,Evening,01:13:17,True,True,2016-07-13,73.3,-4.846342229775726,6.429095724366061,0
3990,Airport,140,Trip Completed,2016-07-13 23:20:17,2016-07-13 23:50:57,23,Wednesday,Night,00:30:40,True,True,2016-07-13,30.7,-0.7475408652136739,18.024254863194912,3
4531,City,140,Trip Completed,2016-07-14 09:29:03,2016-07-14 10:30:52,9,Thursday,Morning,01:01:49,True,True,2016-07-14,61.8,7.365450108167611,9.18713654588965,2
5518,City,140,Trip Completed,2016-07-15 05:15:31,2016-07-15 06:16:58,5,Friday,Morning,01:01:27,True,True,2016-07-15,61.5,4.543381395326161,-17.918166449754743,4
5869,City,140,Trip Completed,2016-07-15 09:22:44,2016-07-15 10:11:52,9,Friday,Morning,00:49:08,True,True,2016-07-15,49.1,4.854130423999621,15.369806957158168,3
60,City,141,Trip Completed,2016-07-11 03:57:00,2016-07-11 04:46:00,3,Monday,Night,00:49:00,True,True,2016-07-11,49.0,-1.490133311038493,14.507006517829033,3
282,City,141,Trip Completed,2016-07-11 06:56:00,2016-07-11 08:11:00,6,Monday,Morning,01:15:00,True,True,2016-07-11,75.0,-3.0813001490607412,-2.267187169092054,0
1614,Airport,141,Trip Completed,2016-07-12 06:55:00,2016-07-12 07:30:00,6,Tuesday,Morning,00:35:00,True,True,2016-07-12,35.0,-2.5792247403079465,3.4345220211168623,0
2331,Airport,141,Trip Completed,2016-07-12 19:13:00,2016-07-12 20:28:00,19,Tuesday,Evening,01:15:00,True,True,2016-07-12,75.0,9.752991274721158,19.043133298900756,3
2825,Airport,141,Trip Completed,2016-07-13 05:14:11,2016-07-13 05:51:59,5,Wednesday,Morning,00:37:48,True,True,2016-07-13,37.8,-9.19781617175035,1.2921745539266496,0
3411,Airport,141,Trip Completed,2016-07-13 15:28:43,2016-07-13 16:36:40,15,Wednesday,Afternoon,01:07:57,True,True,2016-07-13,68.0,7.340629922448972,16.212873135043594,3
4143,Airport,141,Trip Completed,2016-07-14 04:51:04,2016-07-14 05:40:46,4,Thursday,Night,00:49:42,True,True,2016-07-14,49.7,1.5735081714478678,-16.678449687592543,4
4637,City,141,Trip Completed,2016-07-14 11:29:06,2016-07-14 12:16:28,11,Thursday,Morning,00:47:22,True,True,2016-07-14,47.4,-1.2276916162081903,-12.357925251652686,1
4729,Airport,141,Trip Completed,2016-07-14 14:04:28,2016-07-14 15:11:08,14,Thursday,Afternoon,01:06:40,True,True,2016-07-14,66.7,4.50515320830273,-2.369802262347285,2
5318,Airport,141,Trip Completed,2016-07-14 22:08:44,2016-07-14 22:58:08,22,Thursday,Night,00:49:24,True,True,2016-07-14,49.4,-0.26662117150594256,3.390272333492188,0
6619,City,141,Trip Completed,2016-07-15 21:52:30,2016-07-15 22:46:08,21,Friday,Night,00:53:38,True,True,2016-07-15,53.6,7.468464761633211,12.649114074512006,3
444,Airport,142,Trip Completed,2016-07-11 09:09:00,2016-07-11 09:52:00,9,Monday,Morning,00:43:00,True,True,2016-07-11,43.0,8.014037280225171,19.530484605727473,3
1260,Airport,142,Trip Completed,2016-07-11 21:59:00,2016-07-11 23:10:00,21,Monday,Night,01:11:00,True,True,2016-07-11,71.0,-1.5655814625308917,-4.445940141035344,0
1976,Airport,142,Trip Completed,2016-07-12 12:18:00,2016-07-12 13:30:00,12,Tuesday,Afternoon,01:12:00,True,True,2016-07-12,72.0,-4.463444055298968,-18.103374554396602,1
2096,Airport,142,Trip Completed,2016-07-12 16:01:00,2016-07-12 17:04:00,16,Tuesday,Afternoon,01:03:00,True,True,2016-07-12,63.0,1.8470065718672437,12.046860131812991,3
2732,City,142,Trip Completed,2016-07-13 02:33:50,2016-07-13 03:38:59,2,Wednesday,Night,01:05:09,True,True,2016-07-13,65.2,8.24726691233382,4.175228763312326,2
5383,City,142,Trip Completed,2016-07-14 00:03:46,2016-07-14 00:34:07,0,Thursday,Night,00:30:21,True,True,2016-07-14,30.4,-5.786756219886668,-12.058285645271933,1
4156,City,142,Trip Completed,2016-07-14 05:07:48,2016-07-14 06:06:59,5,Thursday,Morning,00:59:11,True,True,2016-07-14,59.2,2.4593316712696556,-0.2068617351431925,2
4761,City,142,Trip Completed,2016-07-14 15:31:28,2016-07-14 15:52:43,15,Thursday,Afternoon,00:21:15,True,True,2016-07-14,21.2,2.631204401850411,9.692409821348974,3
6446,Airport,142,Trip Completed,2016-07-15 20:02:19,2016-07-15 20:53:07,20,Friday,Evening,00:50:48,True,True,2016-07-15,50.8,4.66226044830562,10.81647148274575,3
6610,City,142,Trip Completed,2016-07-15 21:49:16,2016-07-15 23:01:42,21,Friday,Night,01:12:26,True,True,2016-07-15,72.4,-7.368646297454804,-0.01526352004951903,0
638,City,143,Trip Completed,2016-07-11 12:30:00,2016-07-11 13:14:00,12,Monday,Afternoon,00:44:00,True,True,2016-07-11,44.0,4.316499293641771,-7.791418794845635,4
1644,Airport,143,Trip Completed,2016-07-12 07:16:00,2016-07-12 07:58:00,7,Tuesday,Morning,00:42:00,True,True,2016-07-12,42.0,8.180650413312819,18.94970328153974,3
2040,Airport,143,Trip Completed,2016-07-12 14:25:00,2016-07-12 14:57:00,14,Tuesday,Afternoon,00:32:00,True,True,2016-07-12,32.0,-6.406337822595161,6.534504438259713,0
2794,City,143,Trip Completed,2016-07-13 04:55:18,2016-07-13 06:01:54,4,Wednesday,Night,01:06:36,True,True,2016-07-13,66.6,-5.249133501522447,-3.6704992261480527,0
3172,Airport,143,Trip Completed,2016-07-13 09:13:30,2016-07-13 10:24:06,9,Wednesday,Morning,01:10:36,True,True,2016-07-13,70.6,9.427901880832792,-8.781471031813904,4
6559,Airport,143,Trip Completed,2016-07-15 21:00:38,2016-07-15 21:58:22,21,Friday,Night,00:57:44,True,True,2016-07-15,57.7,-6.380460945810205,9.244119320142484,3
243,City,144,Trip Completed,2016-07-11 06:34:00,2016-07-11 07:09:00,6,Monday,Morning,00:35:00,True,True,2016-07-11,35.0,7.0877018673915835,-10.312662176249292,4
296,Airport,144,Trip Completed,2016-07-11 07:12:00,2016-07-11 07:54:00,7,Monday,Morning,00:42:00,True,True,2016-07-11,42.0,-0.1544428710393042,-13.131600441052473,1
677,City,144,Trip Completed,2016-07-11 13:26:00,2016-07-11 13:58:00,13,Monday,Afternoon,00:32:00,True,True,2016-07-11,32.0,-5.055378511936459,1.1933555584828106,0
1360,City,144,Trip Completed,2016-07-11 23:54:00,2016-07-12 01:09:00,23,Monday,Night,01:15:00,True,True,2016-07-11,75.0,7.4149980254502275,-8.400504294234326,4
1916,Airport,144,Trip Completed,2016-07-12 10:43:00,2016-07-12 11:11:00,10,Tuesday,Morning,00:28:00,True,True,2016-07-12,28.0,-1.0938948999466902,5.156205796944601,0
2397,City,144,Trip Completed,2016-07-12 19:45:00,2016-07-12 20:19:00,19,Tuesday,Evening,00:34:00,True,True,2016-07-12,34.0,0.29634707859380427,-15.28245300503066,4
3624,Airport,144,Trip Completed,2016-07-13 18:52:47,2016-07-13 19:54:38,18,Wednesday,Evening,01:01:51,True,True,2016-07-13,61.9,-2.8153326120046867,6.197644182692862,0
4799,City,144,Trip Completed,2016-07-14 16:56:18,2016-07-14 17:48:47,16,Thursday,Afternoon,00:52:29,True,True,2016-07-14,52.5,1.859017028698549,-8.668138880091911,4
5241,City,144,Trip Completed,2016-07-14 21:13:16,2016-07-14 21:42:26,21,Thursday,Night,00:29:10,True,True,2016-07-14,29.2,-6.729522548299545,-19.99028262261949,1
6380,Airport,144,Trip Completed,2016-07-15 19:19:21,2016-07-15 20:25:19,19,Friday,Evening,01:05:58,True,True,2016-07-15,66.0,-2.1783692669647863,-14.922557693032946,1
998,Airport,145,Trip Completed,2016-07-11 19:01:00,2016-07-11 19:48:00,19,Monday,Evening,00:47:00,True,True,2016-07-11,47.0,9.38824644670575,17.344615113403762,3
1281,Airport,145,Trip Completed,2016-07-11 22:12:00,2016-07-11 22:51:00,22,Monday,Night,00:39:00,True,True,2016-07-11,39.0,-4.837331345977449,14.694185564614315,3
2045,Airport,145,Trip Completed,2016-07-12 14:43:00,2016-07-12 15:06:00,14,Tuesday,Afternoon,00:23:00,True,True,2016-07-12,23.0,3.134733290825844,-10.655638718550527,4
2424,City,145,Trip Completed,2016-07-12 20:03:00,2016-07-12 21:04:00,20,Tuesday,Evening,01:01:00,True,True,2016-07-12,61.0,-3.496198715506102,11.13487618181965,3
3162,Airport,145,Trip Completed,2016-07-13 09:11:48,2016-07-13 09:38:07,9,Wednesday,Morning,00:26:19,True,True,2016-07-13,26.3,5.469462513732013,4.342863726958971,2
3222,City,145,Trip Completed,2016-07-13 09:51:05,2016-07-13 10:54:06,9,Wednesday,Morning,01:03:01,True,True,2016-07-13,63.0,-7.3825267856330035,18.83618845799478,3
4098,City,145,Trip Completed,2016-07-14 03:11:51,2016-07-14 03:59:55,3,Thursday,Night,00:48:04,True,True,2016-07-14,48.1,9.396420901570895,-5.055773618637636,4
4905,Airport,145,Trip Completed,2016-07-14 18:00:53,2016-07-14 18:41:20,18,Thursday,Evening,00:40:27,True,True,2016-07-14,40.5,-0.924209172327215,7.25842450068685,3
5622,Airport,145,Trip Completed,2016-07-15 06:27:02,2016-07-15 07:38:28,6,Friday,Morning,01:11:26,True,True,2016-07-15,71.4,-5.278990733070721,-17.458571103043255,1
318,City,146,Trip Completed,2016-07-11 07:28:00,2016-07-11 08:43:00,7,Monday,Morning,01:15:00,True,True,2016-07-11,75.0,-8.530065053399747,-4.150106127343761,0
557,City,146,Trip Completed,2016-07-11 10:15:00,2016-07-11 11:10:00,10,Monday,Morning,00:55:00,True,True,2016-07-11,55.0,-6.604841898249186,18.55270644752722,3
2034,Airport,146,Trip Completed,2016-07-12 14:16:00,2016-07-12 15:20:00,14,Tuesday,Afternoon,01:04:00,True,True,2016-07-12,64.0,0.3954789711203528,1.5592349780048238,2
2392,City,146,Trip Completed,2016-07-12 19:50:00,2016-07-12 21:04:00,19,Tuesday,Evening,01:14:00,True,True,2016-07-12,74.0,-3.2599364713742744,-8.484819866606216,1
4542,Airport,146,Trip Completed,2016-07-14 09:40:19,2016-07-14 10:08:27,9,Thursday,Morning,00:28:08,True,True,2016-07-14,28.1,6.577667317652189,-15.189161474855727,4
5500,City,146,Trip Completed,2016-07-15 05:00:18,2016-07-15 06:04:42,5,Friday,Morning,01:04:24,True,True,2016-07-15,64.4,-1.3822495267638821,8.141133607261217,3
6382,Airport,146,Trip Completed,2016-07-15 19:15:16,2016-07-15 20:28:29,19,Friday,Evening,01:13:13,True,True,2016-07-15,73.2,-5.025714548247402,5.794241737189072,0
6575,City,146,Trip Completed,2016-07-15 21:18:53,2016-07-15 21:58:24,21,Friday,Night,00:39:31,True,True,2016-07-15,39.5,2.3428997320806015,-5.042451455849015,4
1827,Airport,147,Trip Completed,2016-07-12 09:35:00,2016-07-12 10:24:00,9,Tuesday,Morning,00:49:00,True,True,2016-07-12,49.0,4.135544337708916,18.037654074633373,3
2095,City,147,Trip Completed,2016-07-12 15:56:00,2016-07-12 16:43:00,15,Tuesday,Afternoon,00:47:00,True,True,2016-07-12,47.0,-6.659161841981003,-19.111887480485986,1
3092,Airport,147,Trip Completed,2016-07-13 08:15:35,2016-07-13 08:50:48,8,Wednesday,Morning,00:35:13,True,True,2016-07-13,35.2,-6.647615674233647,-7.851045934726969,1
4813,City,147,Trip Completed,2016-07-14 17:17:11,2016-07-14 18:18:41,17,Thursday,Evening,01:01:30,True,True,2016-07-14,61.5,-9.266571461329141,16.842779451983255,3
5164,City,147,Trip Completed,2016-07-14 20:25:24,2016-07-14 20:54:03,20,Thursday,Evening,00:28:39,True,True,2016-07-14,28.6,4.728040301312809,-7.162582467222386,4
6702,City,147,Trip Completed,2016-07-15 22:47:49,2016-07-15 23:27:26,22,Friday,Night,00:39:37,True,True,2016-07-15,39.6,3.276090552436102,-9.909886645793184,4
429,City,148,Trip Completed,2016-07-11 08:54:00,2016-07-11 09:47:00,8,Monday,Morning,00:53:00,True,True,2016-07-11,53.0,-0.5073824850037223,1.3688163972498941,0
2681,Airport,148,Trip Completed,2016-07-12 00:10:00,2016-07-12 01:06:00,0,Tuesday,Night,00:56:00,True,True,2016-07-12,56.0,6.883408979383944,12.952069996821514,3
3160,City,148,Trip Completed,2016-07-13 09:11:21,2016-07-13 09:35:55,9,Wednesday,Morning,00:24:34,True,True,2016-07-13,24.6,6.113403059001065,-15.874129564865559,4
3400,City,148,Trip Completed,2016-07-13 15:04:14,2016-07-13 16:09:31,15,Wednesday,Afternoon,01:05:17,True,True,2016-07-13,65.3,1.7070872879350425,17.72082838582945,3
3889,Airport,148,Trip Completed,2016-07-13 21:53:41,2016-07-13 22:32:43,21,Wednesday,Night,00:39:02,True,True,2016-07-13,39.0,7.365425610265174,11.80291524724656,3
4151,City,148,Trip Completed,2016-07-14 04:58:39,2016-07-14 06:08:38,4,Thursday,Night,01:09:59,True,True,2016-07-14,70.0,-5.8831757992646345,-12.749989777937923,1
4738,Airport,148,Trip Completed,2016-07-14 14:44:09,2016-07-14 15:58:17,14,Thursday,Afternoon,01:14:08,True,True,2016-07-14,74.1,-7.7616076120454425,8.480318447926507,0
4963,Airport,148,Trip Completed,2016-07-14 18:35:15,2016-07-14 19:50:38,18,Thursday,Evening,01:15:23,True,True,2016-07-14,75.4,-4.605007769660208,-4.601651094497715,0
311,Airport,149,Trip Completed,2016-07-11 07:27:00,2016-07-11 08:08:00,7,Monday,Morning,00:41:00,True,True,2016-07-11,41.0,-8.858262878213703,-3.9082128769472533,0
928,City,149,Trip Completed,2016-07-11 18:29:00,2016-07-11 19:15:00,18,Monday,Evening,00:46:00,True,True,2016-07-11,46.0,0.6233905600206402,11.331603697554655,3
1468,City,149,Trip Completed,2016-07-12 05:09:00,2016-07-12 06:06:00,5,Tuesday,Morning,00:57:00,True,True,2016-07-12,57.0,8.732113845899228,18.511392319229287,3
2677,City,149,Trip Completed,2016-07-12 23:54:00,2016-07-13 00:31:24,23,Tuesday,Night,00:37:24,True,True,2016-07-12,37.4,-9.213129186629807,-14.933765086112242,1
2916,City,149,Trip Completed,2016-07-13 06:12:41,2016-07-13 07:23:57,6,Wednesday,Morning,01:11:16,True,True,2016-07-13,71.3,-7.557801719799464,-3.174790524847225,0
4663,City,149,Trip Completed,2016-07-14 12:16:57,2016-07-14 12:59:56,12,Thursday,Afternoon,00:42:59,True,True,2016-07-14,43.0,-0.956019434331294,-0.7623356766278597,0
